movieCd,movieNm,movieNmEn,openDt,genre1,genre2,genre3,audits
20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,20190613,애니메이션,어드벤처,스릴러,전체관람가
20182585,비스트,The Beast,20190626,범죄,스릴러,스릴러,15세이상관람가
20192591,BIFAN2019 판타스틱 단편 걸작선 1,Fantastic Short Films 1,,기타,스릴러,스릴러,15세이상관람가
20192022,마담 싸이코,Greta,20190626,공포(호러),스릴러,스릴러,15세이상관람가
20196657,맨 인 블랙: 인터내셔널,Men in Black: International,20190612,액션,코미디,SF,12세이상관람가
20190885,사탄의 인형,Child's Play,20190620,공포(호러),코미디,SF,청소년관람불가
20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,20190605,액션,어드벤처,SF,12세이상관람가
20190466,세상을 바꾼 변호인,ON THE BASIS OF SEX,20190613,드라마,어드벤처,SF,12세이상관람가
19880001,이웃집 토토로,My Neighbor Totoro,20010728,애니메이션,드라마,SF,전체관람가
20191401,업사이드,The Upside,20190613,코미디,드라마,SF,12세이상관람가
20198291,로켓맨,Rocketman,20190605,드라마,판타지,SF,15세이상관람가
20184889,어벤져스: 엔드게임,Avengers: Endgame,20190424,액션,SF,SF,12세이상관람가
20188941,악인전,"The Gangster, The Cop, The Devil",20190515,범죄,액션,SF,청소년관람불가
20184865,고질라: 킹 오브 몬스터,Godzilla: King of the Monsters,20190529,액션,어드벤처,SF,12세이상관람가
20199063,빅샤크2: 해저2만리,Happy Little Submarine : 20000 Leagues under the Sea,20190606,애니메이션,어드벤처,SF,전체관람가
20188144,0.0MHz,0.0MHz,20190529,공포(호러),어드벤처,SF,15세이상관람가
20184082,걸캅스,Miss & Mrs. Cops,20190509,코미디,액션,SF,15세이상관람가
20199448,어린 의뢰인,My First Client,20190522,드라마,가족,SF,12세이상관람가
20198597,교회오빠,A Job Who Is near Us,20190516,다큐멘터리,가족,SF,전체관람가
20199822,더 보이,Brightburn,20190523,공포(호러),SF,SF,15세이상관람가
20187981,배심원들,Juror 8,20190515,드라마,SF,SF,12세이상관람가
20198598,명탐정 피카츄,Pokemon Detective Pikachu,20190509,액션,어드벤처,코미디,전체관람가
20185784,나의 특별한 형제,Inseparable Bros,20190501,드라마,코미디,코미디,12세이상관람가
20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,20190425,애니메이션,가족,코미디,전체관람가
20185384,호텔 뭄바이,Hotel Mumbai,20190508,스릴러,가족,코미디,15세이상관람가
20197503,서스페리아,Suspiria,20190516,공포(호러),가족,코미디,청소년관람불가
20197147,어글리 돌,UglyDolls,20190501,애니메이션,가족,코미디,전체관람가
20169323,안도 타다오,Samurai Architect Tadao Ando,20190425,다큐멘터리,가족,코미디,전체관람가
20183096,생일,Birthday,20190403,드라마,가족,코미디,전체관람가
20181877,캡틴 마블,Captain Marvel,20190306,액션,어드벤처,SF,12세이상관람가
20060347,판의 미로 - 오필리아와 세 개의 열쇠,Pan's Labyrinth,20061130,드라마,판타지,전쟁,15세이상관람가
20199736,프렌즈: 둥지탈출,Manou the Swift,20190501,애니메이션,어드벤처,코미디,전체관람가
20183454,요로나의 저주,The Curse of La Llorona,20190417,공포(호러),어드벤처,코미디,15세이상관람가
20180825,미성년,Another Child,20190411,드라마,어드벤처,코미디,15세이상관람가
20198982,크게 될 놈,,20190418,드라마,어드벤처,코미디,15세이상관람가
19990220,노팅 힐,Notting Hill,19990703,멜로/로맨스,코미디,코미디,12세관람가
20176103,돈,Money,20190320,범죄,코미디,코미디,15세이상관람가
20198104,바이스,VICE,20190411,드라마,코미디,코미디,15세이상관람가
20185406,헬보이,Hellboy,20190410,액션,어드벤처,판타지,청소년관람불가
20182501,왓칭,Watching,20190417,공포(호러),스릴러,판타지,15세이상관람가
20198844,아이 엠 마더,Peppermint,20190411,액션,드라마,스릴러,15세이상관람가
20196244,샤잠!,SHAZAM!,20190403,액션,드라마,스릴러,12세이상관람가
20185352,어스,Us,20190327,공포(호러),스릴러,스릴러,15세이상관람가
20197423,공포의 묘지,Pet Sematary,20190410,공포(호러),스릴러,스릴러,15세이상관람가
20183773,장난스런 키스,Fall in Love at First Kiss,20190327,멜로/로맨스,스릴러,스릴러,12세이상관람가
20198403,파이브 피트,Five Feet Apart,20190410,드라마,멜로/로맨스,스릴러,15세이상관람가
20196025,덤보,Dumbo,20190327,가족,판타지,스릴러,전체관람가
20197092,로망,Romang,20190403,멜로/로맨스,판타지,스릴러,전체관람가
20198146,콜레트,COLETTE,20190327,드라마,판타지,스릴러,15세이상관람가
20197846,악질경찰,Jo Pil-ho: The Dawning Rage,20190320,범죄,드라마,스릴러,청소년관람불가
20175407,우상,Idol,20190320,스릴러,드라마,스릴러,15세이상관람가
20166301,썬키스 패밀리,Sunkist Family,20190327,가족,멜로/로맨스,코미디,15세이상관람가
20197483,1919 유관순,1919 Yu-kwan-sun,20190314,다큐멘터리,멜로/로맨스,코미디,12세이상관람가
20197283,이스케이프 룸,The Escape Room,20190314,액션,공포(호러),스릴러,15세이상관람가
20197356,라스트 미션,The Mule,20190314,드라마,공포(호러),스릴러,15세이상관람가
20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,Fate/stay night [Heaven's Feel] II.lost butterfly,20190321,애니메이션,액션,판타지,15세이상관람가
20197617,정글북: 마법 원정대,Savva,20190321,애니메이션,어드벤처,판타지,전체관람가
20184574,그린 북,Green Book,20190109,드라마,어드벤처,판타지,12세이상관람가
20196601,항거:유관순 이야기,A Resistance,20190227,드라마,어드벤처,판타지,12세이상관람가
20182530,극한직업,Extreme Job,20190123,코미디,어드벤처,판타지,15세이상관람가
20185881,증인,Innocent Witness,20190213,드라마,어드벤처,판타지,12세이상관람가
20177539,사바하,SVAHA : THE SIXTH FINGER,20190220,미스터리,스릴러,판타지,15세이상관람가
20196723,숲속왕국의 꿀벌 여왕,Tall Tales,20190314,애니메이션,어드벤처,코미디,전체관람가
20180937,더 페이버릿: 여왕의 여자,THE FAVOURITE,20190221,드라마,어드벤처,코미디,15세이상관람가
20177282,리노,Lino - Adventure of Seven Lives,20190307,애니메이션,어드벤처,가족,전체관람가
20176442,자전차왕 엄복동,Race to Freedom : Um Bok Dong,20190227,드라마,어드벤처,가족,12세이상관람가
20195743,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,20190220,애니메이션,판타지,가족,전체관람가
20195791,"어쩌다, 결혼",Trade Your Love,20190227,멜로/로맨스,코미디,가족,12세이상관람가
20186261,드래곤 길들이기 3,How to Train Your Dragon 3,20190130,애니메이션,코미디,가족,전체관람가
20188282,알리타: 배틀 엔젤,Alita: Battle Angel,20190205,액션,어드벤처,멜로/로맨스,12세이상관람가
20195915,해피 데스데이 2 유,Happy Death Day 2 U,20190214,공포(호러),코미디,멜로/로맨스,15세이상관람가
20020222,해리포터와 비밀의 방,Harry Potter And The Chamber Of Secrets,20021213,드라마,코미디,멜로/로맨스,전체관람가
20185576,콜드 체이싱,Cold Pursuit,20190220,액션,코미디,멜로/로맨스,15세이상관람가
20184888,메리 포핀스 리턴즈,Mary Poppins Returns,20190214,판타지,뮤지컬,멜로/로맨스,전체관람가
20174169,기묘한 가족,THE ODD FAMILY : ZOMBIE ON SALE,20190213,코미디,가족,멜로/로맨스,12세이상관람가
20180868,뺑반,Hit-and-Run Squad,20190130,범죄,액션,멜로/로맨스,15세이상관람가
20162003,명탐정 코난:전율의 악보,Detective Conan: Full Score of Fear,20190214,애니메이션,미스터리,멜로/로맨스,12세이상관람가
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,Hello Carbot The Movie: The Secret of Omphalos Island,20190131,애니메이션,미스터리,멜로/로맨스,전체관람가
20185444,레고 무비2,The Lego Movie 2: The Second Part,20190206,애니메이션,액션,어드벤처,전체관람가
20184105,말모이,MAL·MO·E: The Secret Mission,20190109,드라마,액션,어드벤처,12세이상관람가
20185124,러브 유어셀프 인 서울,LOVE YOURSELF IN SEOUL,20190126,공연,액션,어드벤처,전체관람가
20184896,가버나움,Capharnaum,20190124,드라마,액션,어드벤처,15세이상관람가
20176251,내안의 그놈,The Dude in Me,20190109,판타지,코미디,어드벤처,15세이상관람가
20189463,주먹왕 랄프 2: 인터넷 속으로,Ralph Breaks the Internet,20190103,애니메이션,어드벤처,코미디,전체관람가
20182544,글래스,Glass,20190117,드라마,미스터리,SF,15세이상관람가
20186324,언더독,Underdog,20190116,애니메이션,미스터리,SF,전체관람가
20185485,보헤미안 랩소디,Bohemian Rhapsody,20181031,드라마,미스터리,SF,12세이상관람가
20189385,몬스터 파크,Here Comes the Grump,20190123,애니메이션,어드벤처,코미디,전체관람가
20180290,아쿠아맨,AQUAMAN,20181219,액션,어드벤처,코미디,12세이상관람가
20183915,극장판 공룡메카드: 타이니소어의 섬,,20190110,애니메이션,어드벤처,코미디,전체관람가
20182588,미래의 미라이,MIRAI,20190116,애니메이션,어드벤처,코미디,전체관람가
20186281,범블비,Bumblebee,20181225,액션,어드벤처,SF,12세이상관람가
20170658,PMC: 더 벙커,Take Point,20181226,액션,어드벤처,SF,15세이상관람가
20175547,스윙키즈,Swing Kids,20181219,드라마,어드벤처,SF,12세이상관람가
20183785,점박이 한반도의 공룡2 : 새로운 낙원,,20181225,애니메이션,어드벤처,SF,전체관람가
20184187,언니,No Mercy,20190101,액션,어드벤처,SF,청소년관람불가
20182421,그린치,The Grinch,20181219,애니메이션,코미디,SF,전체관람가
20168773,마약왕,The Drug King,20181219,범죄,드라마,SF,청소년관람불가
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,20181219,애니메이션,드라마,SF,전체관람가
20183238,스파이더맨: 뉴 유니버스,Spider-Man: Into the Spider-Verse,20181212,애니메이션,액션,가족,12세이상관람가
20177552,국가부도의 날,Default,20181128,드라마,액션,가족,12세이상관람가
20179230,도어락,Door Lock,20181205,스릴러,드라마,가족,15세이상관람가
20183375,극장판 포켓몬스터 모두의 이야기,Pokemon the Movie: The Power of Us,20181219,애니메이션,드라마,가족,전체관람가
20189843,호두까기 인형과 4개의 왕국,The Nutcracker and the Four Realms,20181206,판타지,드라마,가족,전체관람가
20182082,부탁 하나만 들어줘,A Simple Favor,20181212,스릴러,미스터리,가족,청소년관람불가
20178825,모털 엔진,Mortal Engines,20181205,액션,어드벤처,SF,12세이상관람가
20183745,런닝맨 : 풀룰루의 역습,Running Man,20181205,애니메이션,어드벤처,SF,전체관람가
20177538,완벽한 타인,Intimate Strangers,20181031,드라마,코미디,SF,15세이상관람가
20184481,성난황소,Unstoppable,20181122,범죄,액션,SF,15세이상관람가
20181905,후드,Robin Hood,20181128,어드벤처,액션,SF,12세이상관람가
20176814,신비한 동물들과 그린델왈드의 범죄,Fantastic Beasts: The Crimes of Grindelwald,20181114,판타지,액션,SF,12세이상관람가
20183073,베일리 어게인,A Dog's Purpose,20181122,어드벤처,드라마,코미디,전체관람가
20181171,바울,"Paul, Apostle Of Christ",20181031,드라마,드라마,코미디,15세이상관람가
20183007,거미줄에 걸린 소녀,THE GIRL IN THE SPIDER’S WEB,20181128,액션,스릴러,범죄,15세이상관람가
20182966,투 프렌즈,TWO TAILS,20181129,애니메이션,어드벤처,범죄,전체관람가
20183050,번 더 스테이지: 더 무비,Burn the Stage: the Movie,20181115,기타,어드벤처,범죄,전체관람가
20182935,출국,Unfinished,20181114,드라마,어드벤처,범죄,15세이상관람가
20182669,툴리,TULLY,20181122,드라마,어드벤처,범죄,15세이상관람가
20186822,너의 췌장을 먹고 싶어,I want to eat your pancreas,20181115,애니메이션,드라마,범죄,12세이상관람가
20170513,동네사람들,Ordinary People,20181107,액션,스릴러,범죄,15세이상관람가
20189869,해피 투게더,Happy Together,20181115,드라마,코미디,범죄,12세이상관람가
20174981,창궐,Rampant,20181025,사극,액션,범죄,15세이상관람가
20010291,해리포터와 마법사의 돌,Harry Potter And The Socrerers Stone,20011213,가족,판타지,범죄,전체관람가
20179006,여곡성,The Wrath,20181108,공포(호러),미스터리,범죄,15세이상관람가
20181404,벽 속에 숨은 마법시계,The house with a clock in its walls,20181031,판타지,공포(호러),미스터리,전체관람가
20180523,스타 이즈 본,A Star Is Born,20181009,드라마,멜로/로맨스,미스터리,15세이상관람가
20182693,구스범스: 몬스터의 역습,Goosebumps 2: Haunted Halloween,20181107,판타지,어드벤처,미스터리,12세이상관람가
20180987,할로윈,Halloween,20181031,공포(호러),어드벤처,미스터리,청소년관람불가
20179189,암수살인,Dark Figure of Crime,20181003,범죄,드라마,미스터리,15세이상관람가
20189067,미쓰백,Miss Baek,20181011,드라마,드라마,미스터리,15세이상관람가
20182403,크레이지 리치 아시안,Crazy Rich Asians,20181025,멜로/로맨스,코미디,미스터리,12세이상관람가
20186321,퍼스트맨,First Man,20181018,SF,드라마,미스터리,12세이상관람가
20177221,베놈,Venom,20181003,액션,SF,스릴러,15세이상관람가
20189123,곰돌이 푸 다시 만나 행복해,Christopher Robin,20181003,어드벤처,SF,스릴러,전체관람가
20176122,안시성,The Great Battle,20180919,사극,액션,스릴러,12세이상관람가
20184678,배반의 장미,Too Hot to Die,20181018,코미디,액션,스릴러,15세이상관람가
20187521,펭귄 하이웨이,Penguin Highway,20181018,애니메이션,어드벤처,판타지,전체관람가
20180628,액슬,A-X-L,20181018,액션,어드벤처,판타지,12세이상관람가
20180770,다이노 어드벤처2: 육해공 공룡 대백과,Planet Dinosaur,20181009,애니메이션,액션,가족,전체관람가
20189462,셜록 놈즈,Sherlock Gnomes,20181003,애니메이션,코미디,가족,전체관람가
20177308,협상,THE NEGOTIATION,20180919,범죄,코미디,가족,15세이상관람가
20188661,에브리데이,EVERY DAY,20181011,멜로/로맨스,코미디,가족,12세이상관람가
20172204,명당,FENGSHUI,20180919,사극,코미디,가족,12세이상관람가
20167903,원더풀 고스트,THE SOUL-MATE,20180926,코미디,드라마,범죄,12세이상관람가
20189262,더 넌,The Nun,20180919,공포(호러),드라마,범죄,15세이상관람가
20185046,서치,Searching,20180829,드라마,드라마,범죄,12세이상관람가
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,Yo-Kai Watch 4,20180920,애니메이션,드라마,범죄,전체관람가
20189268,루이스,Luis and the Aliens,20180920,애니메이션,드라마,범죄,전체관람가
20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,,20180922,애니메이션,드라마,범죄,전체관람가
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,"Boing, The Secret of Super Transformation",20180920,애니메이션,드라마,범죄,전체관람가
20156554,물괴,Monstrum,20180912,액션,사극,범죄,15세이상관람가
20153446,너의 결혼식,On Your Wedding Day,20180822,멜로/로맨스,사극,범죄,12세이상관람가
20188581,더 프레데터,The Predator,20180912,SF,액션,스릴러,청소년관람불가
20189362,업그레이드,UPGRADE,20180906,액션,액션,스릴러,15세이상관람가
20177537,상류사회,High Society,20180829,드라마,액션,스릴러,청소년관람불가
20181942,맘마미아!2,MAMMA MIA! HERE WE GO AGAIN,20180808,뮤지컬,액션,스릴러,12세이상관람가
20186202,신과함께-인과 연,Along with the Gods: The Last 49 Days,20180801,판타지,드라마,스릴러,12세이상관람가
20179101,공작,The Spy Gone North,20180808,드라마,드라마,스릴러,12세이상관람가
20170670,목격자,The Witness,20180815,스릴러,드라마,스릴러,15세이상관람가
20189261,어드리프트:우리가 함께한 바다,ADRIFT,20180906,멜로/로맨스,드라마,스릴러,12세이상관람가
20187647,나를 차버린 스파이,The Spy Who Dumped Me,20180822,액션,코미디,스릴러,15세이상관람가
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,20180725,액션,스릴러,스릴러,15세이상관람가
20139221,그래비티,Gravity,20131017,SF,드라마,스릴러,12세이상관람가
20184802,몬스터 호텔 3,Hotel Transylvania 3: A Monster Vacation,20180808,애니메이션,코미디,가족,전체관람가
20183584,메가로돈,The Meg,20180815,액션,공포(호러),SF,12세이상관람가
20187657,마일22,Mile22,20180823,액션,어드벤처,스릴러,15세이상관람가
20187641,극장판 도라에몽: 진구의 보물섬,Doraemon the Movie: Nobita's Treasure Island,20180815,애니메이션,SF,어드벤처,전체관람가
20187427,명탐정 코난 : 제로의 집행인,Detective Conan: Zero the Enforcer,20180808,애니메이션,SF,어드벤처,12세이상관람가
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,20180801,애니메이션,SF,어드벤처,전체관람가
20183361,인크레더블 2,INCREDIBLES 2,20180718,애니메이션,액션,어드벤처,전체관람가
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,20180725,애니메이션,판타지,어드벤처,전체관람가
20186121,어느 가족,SHOPLIFTERS,20180726,드라마,판타지,어드벤처,15세이상관람가
20170942,인랑,ILLANG : THE WOLF BRIGADE,20180725,SF,액션,어드벤처,15세이상관람가
20180522,앤트맨과 와스프,Ant-Man and the Wasp,20180704,액션,어드벤처,SF,12세이상관람가
20185341,마녀,The Witch : Part 1. The Subversion,20180627,미스터리,액션,SF,15세이상관람가
20181443,스카이스크래퍼,skyscraper,20180711,액션,스릴러,SF,12세이상관람가
20188042,독전: 익스텐디드 컷,,20180718,범죄,액션,SF,15세이상관람가
20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,20180719,드라마,액션,SF,12세이상관람가
20185621,호텔 아르테미스,Hotel Artemis,20180718,액션,범죄,SF,15세이상관람가
20180282,속닥속닥,The Whispering,20180713,공포(호러),미스터리,SF,15세이상관람가
20184845,미드나잇 선,Midnight Sun,20180621,멜로/로맨스,미스터리,SF,12세이상관람가
20174369,변산,Sunset in My Hometown,20180704,드라마,미스터리,SF,15세이상관람가
20178161,탐정: 리턴즈,The Accidental Detective 2: In Action,20180613,코미디,범죄,SF,15세이상관람가
20172469,허스토리,Herstory,20180627,드라마,범죄,SF,12세이상관람가
20185001,빅샤크: 매직체인지,Happy Little Submarine : MagicBox of Time,20180627,애니메이션,범죄,SF,전체관람가
20182564,"오늘 밤, 로맨스 극장에서",Color Me True,20180711,판타지,멜로/로맨스,SF,전체관람가
20179086,쥬라기 월드: 폴른 킹덤,JURASSIC WORLD: FALLEN KINGDOM,20180606,액션,어드벤처,SF,12세이상관람가
20184721,시카리오: 데이 오브 솔다도,Sicario: Day of the Soldado,20180627,액션,범죄,드라마,15세이상관람가
20184903,오션스8,Ocean's 8,20180613,액션,범죄,드라마,12세이상관람가
20179383,독전,Believer,20180522,범죄,액션,드라마,15세이상관람가
20184101,여중생A,Student A,20180620,드라마,액션,드라마,12세이상관람가
20185081,아이 필 프리티,I Feel PRETTY,20180606,코미디,액션,드라마,15세이상관람가
20184689,아일라,Ayla: The Daughter of War,20180621,드라마,전쟁,드라마,15세이상관람가
20090834,아바타,Avatar,20091217,SF,액션,어드벤처,12세이상관람가
20184801,유전,Hereditary,20180607,공포(호러),액션,어드벤처,15세이상관람가
20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,,20180606,애니메이션,액션,어드벤처,전체관람가
20176848,데드풀 2,DEADPOOL 2,20180516,액션,어드벤처,코미디,청소년관람불가
20184512,토니스토리2: 고철왕국의 친구들,Knight Rusty 2: Full Metal Racket,20180613,애니메이션,코미디,어드벤처,전체관람가
20177478,어벤져스: 인피니티 워,Avengers: Infinity War,20180425,액션,어드벤처,판타지,12세이상관람가
20184261,벅스 프렌즈,The Ladybug,20180606,애니메이션,어드벤처,판타지,전체관람가
20183801,트루스 오어 데어,Truth or Dare,20180522,공포(호러),스릴러,판타지,15세이상관람가
20173202,버닝,BURNING,20180517,미스터리,스릴러,판타지,청소년관람불가
20180789,한 솔로: 스타워즈 스토리,Solo: A Star Wars Story,20180524,액션,SF,판타지,12세이상관람가
20183084,피터 래빗,Peter Rabbit,20180516,애니메이션,가족,판타지,전체관람가
20173865,데자뷰,DEJA VU,20180530,미스터리,스릴러,판타지,15세이상관람가
20176053,"스탠바이, 웬디",Please Stand By,20180530,드라마,스릴러,판타지,전체관람가
